!! request processed by HyperLeda Sun Mar 29 19:02:11 2015
!! Number of lines in uploaded file: 458
                  name                  |     objname     |     al2000      |     de2000      |   celposj(pgc)   |       l2        |       b2        |      type       |       bar       |      ring       |    multiple     |   compactness   |        t        |       e_t       |       lc        |      e_lc       |     logd25      |    e_logd25     |     logr25      |    e_logr25     |       pa        |      brief      |     e_brief     |       bt        |      e_bt       |       it        |      e_it       |       ubt       |       bvt       |       ube       |       bve       |      vmaxg      |     e_vmaxg     |      vmaxs      |     e_vmaxs     |      vdis       |     e_vdis      |       mg2       |      e_mg2      |       m21       |      e_m21      |      mfir       |      vrad       |     e_vrad      |      vopt       |     e_vopt      |        v        |       e_v       |       ag        |       ai        |      incl       |       a21       |     lambda      |      logdc      |       btc       |      ubtc       |      bvtc       |      bri25      |      vrot       |     e_vrot      |      m21c       |       hic       |       vlg       |      vgsr       |      vvir       |       v3k       |      modz       |      mod0       |      mabs       |
NGC5513                                 |  NGC5513        | 14.2190773      | 20.4162791      | J141308.7+202459 | 17.5459748      | 70.169268       | S0              |                 |                 |                 |                 | -2              | 0.5             |                 |                 |  1.306          |    0.079        |  0.269          |    0.058        | 115             |                 |                 | 13.922          | 0.41            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 139.36          |  29.03          |                 |                 |                 |                 |                 |                 |                 | 4993            |     60          | 4993            |  60             | 0.125           |  0              | 73.33           | 0.06            |                 | 1.309           | 13.722          |                 |                 | 24.157          |                 |                 |                 |                 | 4962.3          | 5026.2          | 5149.9          | 5222            | 34.37           |                 | -20.647         |
UGC09113                                |  UGC09113       | 14.2374363      | 35.4235765      | J141414.8+352525 | 63.2218473      | 70.5117535      | Sbc             |                 |                 |                 |                 | 4.4             | 1.6             |                 |                 |   1.18          |    0.039        |  0.517          |    0.027        | 58.25           |                 |                 | 15.283          | 0.343           | 13.718          | 0.206           |                 |                 |                 |                 | 122.39          |    4.12         |                 |                 |                 |                 |                 |                 | 14.575          | 0.339           | 13.105          | 3179.1          |    4.6          | 3185            |    4.5          | 3182.1          | 3.1             | 0.102           | 0.823           | 77.44           | 0.08            |                 | 1.169           | 14.337          |                 |                 | 23.998          | 125.39          |   4.23          | 14.499          | 0.161           | 3222.8          | 3259.2          | 3397            | 3370.1          | 33.464          |                 | -19.126         |
NGC5519                                 |  NGC5519        | 14.2391325      | 7.5158947       | J141420.9+073057 | 351.8040759     | 62.2361312      | Sa              |                 |                 |                 |                 | 1               | 0.3             |                 |                 |  1.249          |    0.053        |  0.217          |    0.035        | 76.07           |                 |                 | 14.441          | 0.317           | 12.877          | 0.237           |                 |                 |                 |                 | 167.5           |    4.26         |                 |                 |                 |                 |                 |                 | 16.278          | 0.086           |                 | 7451.6          |    3.3          | 7438.4          |   31.5          | 7451.4          | 2.2             | 0.124           | 0.194           | 57.33           | 0.03            |                 | 1.252           | 14.029          |                 |                 | 24.188          | 198.98          |   5.23          | 16.247          | 2.218           | 7362.1          | 7446.4          | 7550.3          | 7701.1          | 35.204          |                 | -21.175         |
NGC5522                                 |  NGC5522        | 14.2473117      | 15.1467277      | J141450.3+150848 | 5.4414199       | 67.2140016      | Sb              |                 |                 |                 |                 | 3.1             | 0.5             |  5              |  0.5            |  1.272          |     0.03        |  0.651          |    0.024        | 50.41           |                 |                 | 14.063          | 0.258           | 12.479          | 0.194           |                 |                 |                 |                 | 197.27          |    2.83         |                 |                 |                 |                 |                 |                 | 15.204          | 0.302           | 12.29           | 4577.8          |    5.5          | 4579.2          |    2.1          | 4579            | 1.4             | 0.103           | 0.868           |   90            | 0.83            |  0.715          | 1.255           | 13.058          |                 |                 | 23.164          | 197.27          |                 | 14.378          | 1.32            | 4524.7          | 4597.5          | 4713.3          | 4816.7          | 34.189          |                 | -21.131         |
NGC5533                                 |  NGC5533        | 14.2688083      | 35.3436944      | J141607.7+352037 | 62.6257928      | 70.1750366      | SABa            | B               |                 |                 |                 | 2.4             | 0.6             | 1.9             |  0.6            |  1.457          |    0.027        |  0.258          |    0.025        | 27.75           |                 |                 | 12.676          | 0.048           | 10.54           |  0.1            |                 | 0.87            |                 |                 | 205.66          |    3.02         |                 |                 |                 |                 |                 |                 | 13.809          | 0.221           | 12.77           | 3864.1          |    3.3          | 3807            |   72.7          | 3864            | 2.9             | 0.064           | 0.341           | 60.26           | 0.03            |  0.415          | 1.453           | 12.233          |                 | 0.78            | 23.309          | 236.86          |   3.59          | 13.775          | 1.543           | 3905.3          | 3941.9          | 4079            | 4050.5          | 33.866          |                 | -21.634         |
IC0995                                  |  IC0995         | 14.2752911      | 57.8102791      | J141631.0+574837 | 102.7874767     | 55.8649502      | SBd             | B               |                 |                 |                 | 8               | 0.7             |                 |                 |  1.223          |    0.046        |  0.585          |    0.029        | 147.56          |                 |                 | 14.618          | 0.304           | 13.819          | 0.072           |                 |                 |                 |                 | 112.79          |    7.02         |                 |                 |                 |                 |                 |                 | 15.752          |  0.25           |                 | 3123            |   12.1          | 3128.9          |    4.2          | 3128.3          | 3.1             | 0.055           | 1.062           |   90            | 0.83            |                 | 1.204           | 13.494          |                 |                 | 23.293          | 112.79          |                 | 14.926          | 1.432           | 3268.7          | 3259.9          | 3401.3          | 3232.6          | 33.464          |                 | -19.97          |
NGC5532                                 |  NGC5532        | 14.2813612      | 10.8077987      | J141652.9+104828 | 357.9619245     | 64.1122713      | S0              |                 |                 | M               |                 | -2              | 0.5             |                 |                 |  1.369          |    0.041        |  0.081          |    0.031        | 144             | 21.753          |   0.307         | 12.955          | 0.102           | 11.491          | 0.166           | 0.58            | 1.01            | 0.64            | 1.045           |                 |                 |                 |                 | 277.81          |  18.58          | 0.299           | 0.042           |                 |                 |                 |                 |                 | 7408.2          |    3.7          | 7408.2          | 3.7             | 0.111           |  0              | 39.37           | 0.02            |                 | 1.378           | 12.733          | 0.585           | 0.907           | 23.545          |                 |                 |                 |                 | 7335.3          | 7414.9          | 7523.3          | 7650.8          | 35.204          |                 | -22.471         |
NGC5546                                 |  NGC5546        | 14.30256        | 7.5645709       | J141809.2+073352 | 353.3370435     | 61.6264078      | E               |                 |                 |                 |                 | -4.9            | 0.4             |                 |                 |  1.197          |    0.042        |  0.087          |    0.026        | 21.89           | 22.538          |   0.305         | 13.32           | 0.118           | 11.786          | 0.08            |                 | 1.03            |                 | 1.07            |                 |                 |                 |                 | 286.27          |  23.53          |                 |                 |                 |                 |                 |                 |                 | 7376.9          |    3.4          | 7376.9          | 3.4             | 0.13            |  0              | 51.16           | 0.03            |                 | 1.214           | 13.079          |                 | 0.931           | 23.168          |                 |                 |                 |                 | 7290.1          | 7374.5          | 7477            | 7622.4          | 35.192          |                 | -22.113         |
IC0994                                  |  IC0994         | 14.306282       | 11.1952776      | J141822.6+111143 | 359.1831508     | 64.0946058      | Sa              |                 |                 | M               |                 | 1.1             | 0.6             |                 |                 |  1.165          |    0.038        |   0.39          |    0.029        | 12.74           |                 |                 | 14.571          | 0.283           | 12.918          | 0.072           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 7329            |   57.9          | 7329            | 57.9            | 0.139           | 0.332           | 75.01           | 0.06            |                 | 1.162           | 14.008          |                 |                 | 23.725          |                 |                 |                 |                 | 7258.8          | 7337.8          | 7446.2          | 7569.4          | 35.18           |                 | -21.172         |
NGC5557                                 |  NGC5557        | 14.3071311      | 36.4936851      | J141825.7+362937 | 65.3029285      | 69.3491731      | E               |                 |                 |                 |                 | -4.8            | 0.4             |                 |                 |  1.358          |    0.031        |   0.31          |    0.028        | 94.27           | 21.293          |   0.211         | 11.932          | 0.096           |                 |                 | 0.5             | 0.91            | 0.525           | 0.96            |                 |                 |                 |                 | 259.82          |   13.2          | 0.301           | 0.003           |                 |                 |                 |                 |                 | 3213            |     13          | 3213            |  13             | 0.026           |  0              |   90            | 0.83            |                 | 1.349           | 11.858          | 0.512           | 0.874           | 22.538          |                 |                 |                 |                 | 3260.8          | 3295.2          | 3432.3          | 3393.9          | 33.49           | 32.58           | -21.632         |
NGC5549                                 |  NGC5549        | 14.3107791      | 7.3773878       | J141838.8+072239 | 353.250958      | 61.4066474      | S0              |                 |                 |                 |                 | -2              | 0.4             |                 |                 |  1.185          |    0.039        |  0.308          |    0.034        | 118.88          |                 |                 | 14.047          | 0.317           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 7712.7          |   47.3          | 7712.7          | 47.3            | 0.128           |  0              | 81.19           | 0.11            |                 | 1.188           | 13.803          |                 |                 | 23.673          |                 |                 |                 |                 | 7625.4          | 7710            | 7812            | 7957.8          | 35.287          |                 | -21.484         |
UGC09165                                |  UGC09165       | 14.3132644      | 24.9403728      | J141847.8+245625 | 31.4879277      | 70.2800226      | S0-a            |                 |                 |                 |                 | 0.3             |   1             |                 |                 |  1.084          |    0.068        |  0.603          |    0.039        | 55.31           |                 |                 | 15.215          | 0.319           | 13.053          | 0.278           |                 |                 |                 |                 | 155.55          |    6.94         |                 |                 |                 |                 |                 |                 | 16.649          | 0.188           | 11.795          | 5272.3          |    5.8          | 5266.5          |    6.9          | 5269.9          | 3.7             | 0.076           | 0.266           |   90            | 0.83            |                 | 1.067           | 14.794          |                 |                 | 23.988          | 155.55          |                 | 15.823          | 1.029           | 5263.8          | 5320            | 5446.9          | 5482.7          | 34.488          |                 | -19.694         |
NGC5559                                 |  NGC5559        | 14.3202042      | 24.7987012      | J141912.7+244755 | 31.1321864      | 70.1596173      | SBb             | B               |                 |                 |                 | 3.1             | 0.5             |                 |                 |  1.116          |    0.038        |  0.534          |    0.025        | 64.98           |                 |                 | 14.615          | 0.402           | 12.75           | 0.241           |                 |                 |                 |                 | 175.37          |    6.93         |                 |                 |                 |                 |                 |                 | 15.871          | 0.171           | 13.029          | 5168            |    4.5          | 5207            |     28          | 5169            | 5.3             | 0.085           | 0.736           | 81.45           | 0.11            |                 | 1.103           | 13.755          |                 |                 | 23.092          | 177.34          |   7.03          | 15.76           | 2.005           | 5162.5          | 5218.9          | 5345.5          | 5381.8          | 34.455          |                 | -20.7           |
NGC5580                                 |  NGC5590        | 14.3606694      | 35.2049444      | J142138.4+351218 | 61.2688351      | 69.1443294      | S0              |                 |                 |                 |                 | -2.1            | 0.6             |                 |                 |  1.188          |    0.042        |  0.048          |     0.03        | 137             |                 |                 | 13.562          | 0.248           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 191.87          |  22.53          |                 |                 |                 |                 |                 |                 |                 | 3208.8          |   28.8          | 3208.8          | 28.8            | 0.072           |  0              | 30.62           | 0.02            |                 | 1.194           | 13.442          |                 |                 | 23.251          |                 |                 |                 |                 | 3252.4          | 3289.3          | 3424.5          | 3390.8          | 33.49           |                 | -20.048         |
UGC09199                                |  UGC09199       | 14.3666285      | 11.1000872      | J142159.9+110600 | 0.3257143       | 63.3583519      | Sbc             |                 |                 |                 |                 | 4               | 1.7             |                 |                 |  1.127          |    0.035        |  0.747          |     0.03        | 127.21          |                 |                 | 15.293          | 0.288           | 13.447          | 0.245           |                 |                 |                 |                 | 202.63          |    3.02         |                 |                 |                 |                 |                 |                 | 16.386          | 0.208           |                 | 7740.4          |    5.6          | 7726.7          |   38.2          | 7740.1          | 4.4             | 0.16            | 1.103           |   90            | 0.83            |                 | 1.112           | 13.979          |                 |                 | 23.413          | 202.63          |                 | 15.56           | 1.581           | 7671.8          | 7751            | 7857.8          | 7976.6          | 35.299          |                 | -21.32          |
NGC5587                                 |  NGC5587        | 14.3696448      | 13.9178621      | J142210.7+135504 | 5.5022441       | 65.054249       | S0-a            |                 |                 |                 |                 | -0.1            | 0.4             |                 |                 |  1.397          |    0.057        |  0.571          |    0.044        | 161.71          |                 |                 | 13.736          | 0.282           | 12.214          | 0.096           |                 |                 |                 |                 | 181.46          |    8.62         |                 |                 | 89.12           |   7.79          |                 |                 | 14.982          | 0.301           |                 | 2303            |    4.5          | 2291.6          |      2          | 2293.5          | 3.3             | 0.1             | 0.169           |   90            | 0.83            |                 | 1.382           | 13.433          |                 |                 | 24.178          | 181.46          |                 | 14.156          | 0.723           | 2238.2          | 2313            | 2424.1          | 2525.4          | 32.734          |                 | -19.301         |
NGC5602                                 |  NGC5602        | 14.3719103      | 50.501363       | J142218.9+503005 | 92.562369       | 60.9290101      | Sa              |                 |                 |                 |                 | 1               | 0.4             |                 |                 |  1.116          |    0.084        |  0.281          |    0.047        | 168             |                 |                 | 13.311          | 0.328           | 11.356          | 0.078           |                 |                 |                 | 0.64            |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 2220            |    7.9          | 2220            |   50.4          | 2220            | 5.5             | 0.086           | 0.244           | 64.4            | 0.04            |                 | 1.113           | 12.953          |                 |                 | 22.33           |                 |                 |                 |                 | 2332.2          | 2338.5          | 2479.4          | 2349.2          | 32.805          |                 | -19.852         |
NGC5598                                 |  NGC5598        | 14.3745172      | 40.3197855      | J142228.3+401911 | 73.8077105      | 67.0408659      | S0              |                 |                 |                 |                 | -2.1            | 0.6             |                 |                 |   1.19          |    0.062        |  0.195          |    0.043        | 51.1            |                 |                 | 14.069          | 0.335           | 12.51           | 0.08            |                 |                 |                 |                 |                 |                 |                 |                 | 195.72          |   15.5          |                 |                 |                 |                 |                 |                 |                 | 5451.6          |     43          | 5451.6          |  43             | 0.031           |  0              | 61.14           | 0.03            |                 | 1.185           | 13.956          |                 |                 | 23.737          |                 |                 |                 |                 | 5519            | 5545.9          | 5683.8          | 5616.6          | 34.585          |                 | -20.629         |
NGC5611                                 |  NGC5611        | 14.4013292      | 33.0475         | J142404.8+330251 | 55.0410764      | 69.1548849      | S0              |                 |                 |                 |                 | -1.9            | 0.5             |                 |                 |  1.133          |    0.092        |  0.365          |    0.057        | 65.39           | 21.01           |   0.389         | 13.445          | 0.242           | 12.083          |  0.1            |                 |                 |                 |                 |                 |                 |                 |                 | 143.2           |   8.35          |                 |                 |                 |                 |                 |                 |                 | 1954.5          |   24.9          | 1954.5          | 24.9            | 0.048           |  0              |   90            | 0.83            |                 | 1.123           | 13.368          |                 |                 | 22.795          |                 |                 |                 |                 | 1989.4          | 2030.6          | 2163.3          | 2140.6          | 32.507          | 31.987          | -19.139         |
NGC5614                                 |  NGC5614        | 14.4021175      | 34.8589296      | J142407.6+345132 | 59.9574311      | 68.7481355      | Sab             |                 | R               | M               |                 | 1.7             | 0.7             |                 |                 |  1.385          |    0.033        |  0.083          |    0.052        | 150             | 21.626          |   0.306         | 12.568          | 0.03            |                 |                 | 0.42            | 0.86            | 0.415           | 0.945           | 86.83           |    4.73         |                 |                 |                 |                 |                 |                 | 16.273          | 0.119           | 12.324          | 3891.9          |    5.1          | 3910.6          |    7.1          | 3898.3          | 6.9             | 0.068           | 0.098           | 36.24           | 0.02            |                 | 1.388           | 12.363          | 0.39            | 0.799           | 23.12           | 146.9           |   8.66          | 16.252          | 3.889           | 3941.6          | 3979.2          | 4113.3          | 4078.9          | 33.888          |                 | -21.525         |
NGC5616                                 |  NGC5616        | 14.405758       | 36.4613436      | J142420.7+362741 | 64.1063265      | 68.2406183      | SBbc            | B               |                 |                 |                 | 4               | 0.3             |                 |                 |  1.328          |    0.058        |  0.719          |    0.064        | 158.05          |                 |                 | 14.457          | 0.372           | 12.524          | 0.286           |                 |                 |                 |                 | 278.24          |   10.94         |                 |                 |                 |                 |                 |                 | 15.82           | 0.092           | 12.484          | 8421.6          |      6          | 8424            |   13.3          | 8422            | 3.7             | 0.041           | 1.067           |   90            | 0.83            |                 | 1.303           | 13.294          |                 |                 | 23.626          | 278.24          |                 | 14.994          | 1.7             | 8472.8          | 8507.4          | 8642.5          | 8597.7          | 35.509          |                 | -22.215         |
NGC5610                                 |  NGC5610        | 14.4063572      | 24.6140452      | J142422.9+243651 | 31.2960627      | 68.9725674      | SBab            | B               |                 |                 |                 | 1.6             | 0.6             |                 |                 |  1.238          |    0.037        |  0.457          |    0.024        | 105.07          |                 |                 | 14.224          | 0.289           | 12.233          | 0.238           |                 |                 |                 |                 | 184.8           |    5.35         |                 |                 |                 |                 |                 |                 | 16.29           | 0.092           | 11.435          | 5050.8          |    4.1          | 5057.2          |   10.2          | 5051.7          | 3.1             | 0.095           | 0.463           | 79.87           | 0.09            |                 | 1.228           | 13.616          |                 |                 | 23.598          | 187.73          |   5.46          | 16.196          | 2.58            | 5047.4          | 5104.2          | 5228.6          | 5259.6          | 34.404          |                 | -20.788         |
NGC5622                                 |  NGC5622        | 14.4367192      | 48.5639514      | J142612.2+483350 | 88.7054871      | 61.7864668      | Sb              |                 |                 |                 |                 | 3.1             | 0.4             |  3              |  0.5            |  1.126          |    0.045        |  0.245          |    0.022        | 85.59           |                 |                 | 14.15           | 0.285           | 12.895          | 0.074           |                 |                 |                 |                 |   148           |    4.38         |                 |                 |                 |                 |                 |                 | 15.734          | 0.099           |                 | 3867.9          |    5.1          | 3872.7          |    3.4          | 3871.3          | 2.5             | 0.098           | 0.359           | 58.28           | 0.03            |  0.598          | 1.125           | 13.664          |                 |                 | 23.111          | 173.98          |   5.22          | 15.702          | 2.038           | 3976.9          | 3987.2          | 4126.7          | 4004.8          | 33.888          |                 | -20.224         |
NGC5631                                 |  NGC5631        | 14.4425778      | 56.5826389      | J142633.3+563458 | 99.5275059      | 56.0102776      | S0              |                 |                 |                 |                 | -1.9            | 0.4             |                 |                 |  1.289          |    0.065        |      0          |    0.057        |                 | 21.142          |   0.462         | 12.481          | 0.072           |                 |                 | 0.41            | 0.92            | 0.455           | 0.95            | 165.36          |   14.29         |                 |                 | 165.51          |   4.71          | 0.248           | 0.004           | 15.839          | 0.314           |                 | 1979            |   29.3          | 1949.9          |   10.8          | 1953.4          | 9.8             | 0.088           |  0              |    0            | 0.02            |                 | 1.299           | 12.364          |  0.4            | 0.881           | 22.686          |                 |                 | 15.817          | 3.454           | 2092.4          | 2086.3          | 2225.7          | 2056.5          | 32.546          | 32.197          | -20.182         |
UGC09253                                |  UGC09253       | 14.4495878      | 31.5170384      | J142658.5+313101 | 50.5799671      | 68.764001       | Sbc             |                 |                 |                 |                 | 4               | 0.3             |  3              |    1            |  1.293          |    0.034        |  0.684          |    0.026        | 46.75           |                 |                 | 14.556          | 0.238           | 13.384          | 0.217           |                 |                 |                 |                 | 124.55          |    2.98         |                 |                 |                 |                 |                 |                 | 15.761          | 0.202           |                 | 3924            |    5.7          | 3907.1          |    6.1          | 3916.1          | 6.6             | 0.066           | 1.025           |   90            | 0.83            |  0.605          | 1.272           | 13.44           |                 |                 | 23.602          | 124.55          |                 | 14.935          | 1.496           | 3945.5          | 3989.6          | 4120            | 4103.7          | 33.888          |                 | -20.448         |
NGC5623                                 |  NGC5623        | 14.4524166      | 33.2521295      | J142708.7+331508 | 55.2819098      | 68.4870996      | E               | B               |                 |                 |                 | -4.8            | 0.8             |                 |                 |  1.218          |    0.081        |  0.185          |    0.059        | 17              |                 |                 | 13.635          | 0.278           |                 |                 |                 |                 |                 | 1.02            |                 |                 |                 |                 | 281.19          |  27.84          |                 |                 |                 |                 |                 |                 |                 | 3364.9          |   26.2          | 3364.9          | 26.2            | 0.04            |  0              |   90            | 0.83            |                 | 1.217           | 13.545          |                 |                 | 23.567          |                 |                 |                 |                 | 3402.4          | 3443.2          | 3575            | 3547.4          | 33.59           |                 | -20.045         |
UGC09262                                |  UGC09262       | 14.4528562      | 35.921455       | J142710.3+355517 | 62.2662766      | 67.8616855      | Sbc             |                 |                 |                 |                 | 4.4             | 1.6             |                 |                 |  1.065          |    0.097        |  0.834          |    0.048        | 50.33           |                 |                 | 15.401          | 0.384           | 14.015          | 0.084           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 12.539          |                 |                 | 8401.9          |   54.1          | 8401.9          | 54.1            | 0.057           | 1.26            |   90            | 0.83            |                 | 1.037           | 14.029          |                 |                 | 23.041          |                 |                 |                 |                 | 8451.8          | 8487.4          | 8621.1          | 8576.6          | 35.499          |                 | -21.469         |
NGC5633                                 |  NGC5633        | 14.4578696      | 46.1464283      | J142728.3+460847 | 84.3384405      | 63.1345891      | Sb              |                 | R               |                 |                 | 3.2             | 0.6             | 3.9             |  0.6            |  1.037          |    0.034        |  0.179          |    0.018        | 10.14           | 21.049          |   0.259         | 13.109          |  0.1            | 11.634          | 0.291           | -0.04           | 0.62            | 0.065           | 0.715           | 125.01          |    3.99         |                 |                 |                 |                 |                 |                 | 15.043          | 0.112           | 11.825          | 2330.5          |      4          | 2344.4          |   15.4          | 2331.4          | 3.6             | 0.071           | 0.27            | 50.74           | 0.03            |  0.712          | 1.037           | 12.75           | -0.087          | 0.555           | 21.729          | 161.45          |   5.25          | 15.017          | 2.266           | 2427.1          | 2442.3          | 2581            | 2472.5          | 32.874          | 32.81           | -20.123         |
NGC5630                                 |  NGC5630        | 14.460166       | 41.2577111      | J142736.6+411528 | 74.7326391      | 65.7413855      | Sd              |                 |                 |                 |                 | 7.9             | 0.7             |                 |                 |   1.17          |     0.04        |  0.451          |    0.028        | 95.34           |                 |                 | 13.756          | 0.317           | 13.002          | 0.077           |                 |                 |                 | 0.86            | 94.32           |    5.82         |                 |                 |                 |                 |                 |                 | 14.931          | 0.154           | 12.625          | 2654.5          |    5.8          | 2673.4          |    1.6          | 2672            | 3.6             | 0.05            | 0.821           |   90            | 0.83            |                 | 1.157           | 12.878          |                 |                 | 22.435          | 94.32           |                 | 14.105          | 1.227           | 2746.3          | 2771.4          | 2908.1          | 2829.6          | 33.129          | 32.48           | -20.25          |
NGC5635                                 |  NGC5635        | 14.4754883      | 27.4088903      | J142831.8+272432 | 39.2928144      | 68.4572148      | Sb              |                 |                 |                 |                 | 3.2             | 1.5             |  3              |  1.1            |  1.419          |    0.032        |  0.421          |    0.037        | 64              |                 |                 | 13.488          | 0.321           | 11.281          | 0.229           |                 |                 |                 |                 | 361.76          |    9.21         |                 |                 |                 |                 |                 |                 | 14.953          | 0.209           |                 | 4313            |    4.1          | 4496.7          |    9.9          | 4340.4          | 46.3            | 0.104           | 0.605           | 72.93           | 0.06            |  0.576          | 1.412           | 12.747          |                 |                 | 23.635          | 378.43          |   9.73          | 14.896          | 2.149           | 4351.6          | 4403.4          | 4529.3          | 4537.2          | 34.093          |                 | -21.347         |
UGC09291                                |  UGC09291       | 14.4769201      | 38.9991408      | J142836.9+385957 | 69.4888803      | 66.5436427      | Sc              |                 |                 |                 |                 | 6.5             | 0.9             |                 |                 |  1.271          |    0.043        |  0.318          |    0.027        | 109.6           |                 |                 | 13.844          | 0.317           | 12.052          | 0.064           |                 |                 |                 |                 | 115.33          |     3.9         |                 |                 |                 |                 |                 |                 | 15.106          | 0.188           |                 | 2886.4          |    4.3          | 2894.7          |    7.7          | 2888.4          | 3.7             | 0.062           | 0.566           | 62.82           | 0.04            |                 | 1.264           | 13.202          |                 |                 | 23.309          | 129.65          |   4.43          | 15.069          | 1.867           | 2953            | 2982.6          | 3117.8          | 3052.3          | 33.275          |                 | -20.073         |
NGC5642                                 |  NGC5642        | 14.4870892      | 30.0264653      | J142913.5+300135 | 46.4218302      | 68.3784939      | E               | B               |                 |                 |                 | -4.7            | 0.6             |                 |                 |  1.249          |    0.034        |  0.196          |    0.026        | 124.03          |                 |                 | 13.931          | 0.407           |                 |                 |                 |                 |                 |                 |                 |                 |                 |                 | 181.85          |  34.46          |                 |                 |                 |                 |                 |                 |                 | 4355            |     60          | 4355            |  60             | 0.084           |  0              |   90            | 0.83            |                 | 1.254           | 13.781          |                 |                 | 24.016          |                 |                 |                 |                 | 4378.8          | 4425.7          | 4553.9          | 4544.3          | 34.113          |                 | -20.331         |
NGC5656                                 |  NGC5656        | 14.5070837      | 35.3209147      | J143025.5+351915 | 60.2820603      | 67.3848772      | Sab             |                 |                 |                 |                 | 2               | 0.3             |                 |                 |  1.101          |    0.051        |   0.15          |    0.027        | 58.95           |                 |                 | 13.195          | 0.567           | 11.601          | 0.271           |                 |                 |                 |                 | 160.74          |    6.62         |                 |                 | 116.7           |      9          |                 |                 | 15.44           | 0.092           | 11.815          | 3161.2          |    5.2          | 3144.8          |    2.5          | 3147.8          | 4.8             | 0.066           | 0.189           | 47.63           | 0.02            |                 | 1.101           | 12.909          |                 |                 | 22.221          | 217.56          |    9.2          | 15.418          | 2.509           | 3196.7          | 3233.5          | 3365.7          | 3321.2          | 33.438          | 33.84           | -20.528         |
NGC5657                                 |  NGC5657        | 14.5121164      | 29.1807417      | J143043.6+291051 | 44.1349329      | 68.0594057      | Sb              | B               | R               |                 |                 | 3.1             | 0.6             |  2              |  0.9            |  1.243          |    0.068        |  0.394          |    0.053        | 168.07          |                 |                 | 14.29           | 0.271           | 12.615          | 0.294           |                 |                 |                 |                 | 151.18          |    4.35         |                 |                 |                 |                 |                 |                 | 15.311          | 0.233           | 12.695          | 3909.4          |    6.5          | 3973.7          |    2.1          | 3967.3          | 13.7            | 0.08            | 0.562           | 71.06           | 0.05            |  0.471          | 1.235           | 13.619          |                 |                 | 23.607          | 159.82          |   4.66          | 15.26           | 1.641           | 3988.1          | 4036.6          | 4163.4          | 4157.4          | 33.909          |                 | -20.291         |
NGC5659                                 |  NGC5659        | 14.5183711      | 25.3549885      | J143106.1+252118 | 34.046504       | 67.6180002      | Sb              |                 |                 |                 |                 | 3.1             | 0.5             |  3              |  0.5            |  1.253          |    0.034        |  0.544          |    0.023        | 44.82           |                 |                 | 14.423          | 0.466           | 12.685          | 0.216           |                 |                 |                 |                 | 156.6           |    4.56         |                 |                 |                 |                 |                 |                 | 16.216          | 0.165           |                 | 4492.6          |    3.7          | 4490.5          |    3.5          | 4491.5          | 1.7             | 0.164           | 0.751           | 82.31           | 0.12            |  0.541          | 1.247           | 13.476          |                 |                 | 23.57           | 158.02          |   4.61          | 16.093          | 2.617           | 4494.7          | 4550.2          | 4672.9          | 4690.6          | 34.17           |                 | -20.695         |
NGC5665                                 |  NGC5665        | 14.5404843      | 8.0785131       | J143225.7+080443 | 359.0797907     | 59.4358482      | SABc            | B               |                 |                 |                 | 5               | 0.4             | 7.9             |  0.6            |  1.275          |    0.032        |  0.207          |    0.024        | 150.63          |                 |                 | 12.719          | 0.45            |                 |                 |                 |                 |                 |                 |   104           |    1.69         |                 |                 |                 |                 |                 |                 | 15.52           | 0.102           | 11.058          | 2227.1          |    3.9          | 2258.1          |   12.4          | 2229.9          | 6.8             | 0.108           | 0.352           | 53.13           | 0.03            |  1.286          | 1.277           | 12.246          |                 |                 | 22.439          | 129.99          |   2.19          | 15.492          | 3.245           | 2154.9          | 2238.6          | 2335.9          | 2458.6          | 32.661          | 31.48           | -20.415         |
