# (1) Name
# (2) QC_flag  0:OK;1:BAD;2:WARNING
# (3) Reason   0:OK,1:partially covered/too large,2:bad quality,3:not good quality,4:too small,5:repeated, 6:Crowded with field stars, 7:Bright single field star, 8:Scale factor is clearly wrong, 9:Wrong convolucion, 10:Integrated and resolved masses do not match, 11:pyPipe3D fitting issues
# (4) multiple 0:single,1:multiple
PSNJ1504,0,0,0
PTF11owc,2,6,0
PTF11phk,1,4,0
PTF11ppn,2,4,0
PTF11qzq,2,4,0
PTF12ikt,2,7,0
PTF13ddg,2,4,0
PTF13dym,1,4,0
PTF14aaf,2,6,1
Sa,1,1,0
Sb,1,1,0
SDSS-C4-DR33247,1,1,0
SDSSJ015424,0,0,0
SDSSJ100141.02+371447.4,2,7,0
SDSSJ163658,2,6,0
SN1991bg,1,1,0
SN1991T,1,1,0
SN1998es,1,7,0
SN2000B,2,6,0
SN2000cn,1,11,0
SN2000fa,2,6,0
sn2001bf,2,6,0
SN2001br,2,6,0
sn2001fh,1,6,0
sn2002cd,2,6,0
SN2002dl,2,7,0
SN2002do,1,6,0
sn2002eb,0,0,0
SN2002eu,1,2,0
SN2002ji,2,3,0
SN2003du,0,0,0
sn2003gt,2,7,0
SN2003hu,1,7,1
SN2003it,0,0,0
sn2004dt,2,7,0
sn2005A,0,0,0
SN2005bl,0,0,0
SN2005mc,0,0,0
SN2005W,1,1,0
SN2006bd,1,2,0
SN2006ev,2,7,0
sn2006gj,2,7,0
SN2006gz,2,7,0
SN2006kf,0,0,0
SN2006lf,1,6,0
SN2006N,2,6,0
sn2007co,1,2,0
SN2007co,1,6,0
SN2007jd,1,2,0
SN2007ke,2,6,0
SN2007N,2,7,0
SN2008bi,0,0,0
SN2008bw,2,6,0
SN2008bz,2,4,0
SN2008C,0,0,0
SN2008dr,2,7,0
sn2008gl,2,7,0
sn2008gt,1,1,0
SN2009cz,2,8,0
SN2009dc,2,6,0
SN2009P,0,0,0
SN2010dl,2,7,0
SN2010et,2,7,0
SN2011feNEW,1,1,0
SN2011fe,1,1,0
SN2011gy,1,4,1
SN2011io,2,4,0
SN2011iu,2,7,0
SN2012bh,2,7,0
SN2012bp,2,7,0
SN2012fb,2,7,0
SN2012fk,0,0,0
SN2012go,1,1,0
SN2012hl,1,1,0
SN2012id,2,6,0
SN2012ij,2,6,0
SN2013fw,2,1,0
SN2013gv,2,7,0
SN2013hh,0,0,0
SN2013N,2,3,0
SN2014aa,2,7,0
SN2014dl,2,3,0
SN2014D,2,11,0
SN2016cyt,2,6,0
SN2016hnk,2,6,0
SN2017glx,2,6,0
SN2017htb,2,4,0
SN2017ya,1,4,0
SN2018hjw,1,1,0
SNhunt175,2,6,1
SQaF1,1,2,0
SQaF2,1,2,0
SQbF1,2,6,0
SQbF2,1,5,0
SQcF1,1,2,0
SQcF2,1,2,0
SQdF1,1,2,0
SQdF2,1,2,0
UGC00005,0,0,0
UGC00029,0,0,0
UGC00036,0,0,0
UGC00139,2,8,0
UGC00148,1,8,0
UGC00312NED01,0,0,0
UGC00312,2,6,0
UGC00335NED01,2,7,0
UGC00335NED02,2,7,1
UGC00386,1,1,0
UGC00809,0,0,0
UGC00841,0,0,0
UGC00987,2,6,0
UGC01014,2,3,0
UGC01057,0,0,0
UGC01062,2,7,0
UGC01123,2,7,0
UGC01162,2,1,0
UGC01193,1,1,0
UGC01271,0,0,0
UGC01274,2,7,0
UGC01368,0,0,0
UGC01659,2,7,0
UGC01749,0,0,0
UGC01918,2,6,0
UGC01938,0,0,0
UGC02018,2,7,0
UGC02099,2,6,0
UGC02134,2,7,0
UGC02175,1,2,0
UGC02222,2,7,0
UGC02225,2,6,0
UGC02229,0,0,1
UGC02239,2,7,0
UGC02311,1,11,0
UGC02319,0,0,0
UGC02367,2,3,0
UGC02403,0,0,0
UGC02405,0,0,0
UGC02443,2,6,0
UGC02465,2,6,0
UGC02628,1,11,0
UGC02690,1,3,0
UGC02708,1,1,0
UGC03038,0,0,0
UGC03107,0,0,0
UGC03151,2,7,0
UGC03253,1,2,0
UGC03539,2,7,0
UGC03552,2,6,0
UGC03627,2,6,0
UGC03789,2,7,0
UGC03816bis,1,5,0
UGC03816,2,7,0
UGC03899,0,0,0
UGC03944,0,0,0
UGC03960,2,3,0
UGC03969,0,0,0
UGC03973,2,6,0
UGC03995,2,3,0
UGC04029,0,0,0
UGC04054,0,0,0
UGC04132,0,0,0
UGC04136,2,7,0
UGC04140,2,6,0
UGC04145,2,6,0
UGC04176,0,0,0
UGC04179,1,1,0
UGC04190,2,7,0
UGC04195,0,0,0
UGC04197,2,7,0
UGC04210,2,3,0
UGC04233,2,7,0
UGC04240,2,3,0
UGC04241,0,0,0
UGC04245,2,7,0
UGC04258,2,8,0
UGC04262,0,0,0
UGC04280,0,0,0
UGC04308,2,7,0
UGC04375,2,7,0
UGC04425,0,0,0
UGC04455,2,6,0
UGC04461,0,0,0
UGC04468,1,1,0
UGC04532,1,1,0
UGC04546,0,0,0
UGC04550,1,11,0
UGC04551,2,3,0
UGC04659,0,0,0
UGC04722,0,0,0
UGC04730,0,0,0
UGC04981,2,3,0
UGC04988,1,1,0
UGC05108,0,0,0
UGC05111,0,0,0
UGC05113,0,0,0
UGC05187,0,0,0
UGC05244,0,0,0
UGC05326,0,0,0
UGC05358,2,7,0
UGC05359,0,0,0
UGC05377,2,6,0
UGC05396,0,0,0
UGC05498NED01,0,0,0
UGC05520,2,3,0
UGC05598,0,0,0
UGC05771,0,0,0
UGC05976,2,6,0
UGC05990,2,3,0
UGC06035,2,7,0
UGC06036,2,7,0
UGC06181,2,7,0
UGC06249,2,9,0
UGC06256,2,3,0
UGC06312,0,0,0
UGC06320,0,0,0
UGC06517,0,0,0
UGC06616,2,7,0
UGC07012,2,7,0
UGC07129,2,3,0
UGC07145,0,0,0
UGC08004,0,0,0
UGC08107,0,0,0
UGC08231,0,0,0
UGC08234,0,0,0
UGC08250,2,3,0
UGC08267,0,0,0
UGC08322,0,0,0
UGC08503,2,7,0
UGC08516,0,0,0
UGC08662,2,7,0
UGC08733,0,0,0
UGC08778,2,7,0
UGC08781,0,0,0
UGC08984,2,7,0
UGC08988,2,7,0
UGC09056,2,3,0
UGC09067,2,8,0
UGC09071,0,0,0
UGC09080,0,0,0
UGC09110,0,0,0
UGC09113,0,0,0
UGC09165,2,6,0
UGC09182,0,0,0
UGC09199,2,6,0
UGC09253,0,0,0
UGC09262,1,1,0
UGC09291,2,8,0
UGC09356,2,7,0
UGC09391,2,3,0
UGC09401,0,0,0
UGC09448,2,7,0
UGC09476,0,0,0
UGC09492,2,6,0
UGC09518,2,6,0
UGC09537,2,3,0
UGC09539,2,6,0
UGC09542,2,3,0
UGC09598,0,0,0
UGC09629,0,0,0
UGC09665,0,0,0
UGC09708,2,3,0
UGC09711,1,1,0
UGC09759,1,1,0
UGC09777,0,0,0
UGC09842,0,0,0
UGC09849,1,1,0
UGC09868,1,10,0
UGC09873,2,7,0
UGC09892,0,0,0
UGC09901,2,6,0
UGC09919,2,3,0
UGC09937,2,3,0
UGC10042,2,7,0
